42.0756,20.4113,KKS
41.6359,19.7199,LACI
40.2947,20.02,TPE
43.1196,27.6691,AVR
42.0457,25.5779,DIM
43.179,27.4628,DOB
43.7263,23.9664,ORH
43.0934,27.3778,ROIA
43.6899,23.4356,VLD
43.5811,27.831,DOBAM
43.4111,23.2262,MNNAM
43.9523,22.8502,PLVAM
43.6451,25.1243,RAZAM
43.8462,25.9612,RUSAM
44.1046,27.2665,SILAM
43.0805,25.6367,VETAM
43.8677778,18.4227778,SARAJ
44.5419444,18.685,TUZLA
44.2016667,17.9,ZENIC
44.733,18.1,DOB
43.618,19.37,RUDO
42.717,18.35,TREB
39.4465,20.0608,LFKM
39.0866666666667,20.8603333333333,SS01
39.1106666666667,21.1311666666667,SS02
38.8643333333333,21.155,SS06
38.856,20.9776666666667,SS08
38.8238333333333,21.0761666666667,SS09
38.7068333333333,20.9526666666667,SS11
38.7041666666667,21.444,SS13
38.6141666666667,21.39,SS16
38.5815,21.0905,SS17
38.4945,21.706,SS19
38.5943333333333,21.6693333333333,SS20
38.7001666666667,21.6048333333333,SS21
38.435,21.5143333333333,SS22
38.7026666666667,21.6046666666667,SS23
38.4848333333333,21.2488333333333,SS24
38.4123333333333,21.4071666666667,SS25
37.107022,22.068923,AAMF
35.5163,24.0113,ABEA
38.26488,22.06354,AGEO
37.74806,23.44356,AIGN
38.25001,22.0878,AIGS
38.19386,22.05873,AIOA
38.26051,22.11135,ALIK
38.33358,21.76206,ARIA
36.54552,26.35295,ASTA
35.5193,24.0432,ATEI
38.000799,23.773487,ATHP
35.4825,24.014,DEYA
38.47836,22.49583,DLFA
38.2385,20.3734,DMLN
39.54015,24.98864,EFSA
35.4955,24.0306,G0LD
39.66886,22.389,GINA
37.61117,26.29283,IKRA
39.8334,22.0247,KANL
39.74628,19.93542,KASA
38.2031,20.3482,KEF3
37.9875,22.7543,KIAS
36.95708,26.97274,KLNA
36.70273,26.94695,KOSD
40.93704,24.38591,KVLA
39.6713,22.3917,LRSO
37.97528,22.9765,LTRS
38.20006,20.43718,LXRA
37.575889,23.226907,MET3
37.622783,23.39955,MET4
37.62181,23.35775,MET5
37.59165,23.356067,MET6
38.65606,20.79116,MGNA
36.68709,23.03734,MNVA
38.12253,23.94087,MRTH
35.5091,24.0118,MULT
35.474,24.0423,NERO
39.726662,22.539882,NESN
37.97384,23.71767,NOAC
38.7135,20.6983,NYDR
38.37352,22.24975,PANR
38.10259,23.66927,PARN1
38.19227,23.45793,PARN2
38.07109,23.50326,PARN3
35.4996,24.0121,PASK
38.26933,21.76001,PATC
38.23865,21.72657,PATG
35.4825,23.9928,PERI
35.5226,24.0602,POLY
38.2589,22.9006,PROD
38.33194,22.17519,PSAR
38.53978,25.56202,PSRA
38.41021,22.0168,PYRG
38.29585,21.79118,RIOA
36.47337,25.37244,SAP4
36.4037,25.3953,SNT5
39.33773,22.09691,SOFA
35.4878,24.0678,SOUD
38.176616,23.544045,STFN
38.23165,22.11811,TEME
36.41502,25.43244,THRA
37.53942,25.1631,TNSA
39.55381,21.76624,TRKA
38.8249,20.6554,TSLK
37.1641,21.9836,VALY
37.974944,22.766063,VELA
38.0772,22.6361,XLKS
37.34923,23.46525,YDRA
38.30519,21.94761,ZIRI
43.654255,15.643891,ZIRJ
45.1071,10.482,BOZZ
42.6588,21.2197,GMRK
42.64,20.2783,PEJK
42.21076,20.75812,PRZK
41.6827,21.2743,BELI
41.0194,21.3239,BIA
42.1091,22.3068,KNE
41.1705,20.8354,KOSL
41.87795,21.19505,KOZJ
42.2092,22.3617,KPJ
41.3689,21.2489,KRUS
41.6786,21.6123,LISI
41.1114,20.7989,OHR
41.7795,21.7531,OTOV
41.776282,22.898009,PEHC
41.6928,21.1392,SAMO
41.9721,21.4396,SKO
41.7754,22.4382,STIP
41.9217,21.2595,SVPE
41.3211,22.5701,VAY
41.4788,20.5571,ZUPA
42.87175,19.89811,BEY
42.90072,18.54394,BRY
42.3008,18.898600000000002,BUM
42.44749,18.49836,HCY
42.7669,18.9529,NKME
42.81285,18.998170000000002,NKY
43.32987,19.39426,PLE
42.595,19.9735,PVY
43.2029,18.91,UPM
44.0882,27.9657,ADCR
46.0952,27.182,ADJ
46.0657,23.5635,ALBR
44.4667,26.0758,ARCB
44.4445,26.0904,ASE
44.4059,26.119,BAPR
44.3085,26.1899,BBER
44.4142,26.0224,BDTR
44.4049,26.0771,BFER
44.4328,26.2135,BISC
44.43,26.05,BPLR
44.4483,26.1378,BPO
44.4458,26.0984,BSTR
44.437,26.1067,BTMR
44.4107,26.0938,BUC
44.3479,26.0281,BUC1
45.1503,26.8099,BUZR
44.3862,26.1069,BVES
46.7683,23.5501,CBBR
44.3784,25.9414,CLIR
44.3421,28.033,CVDP
45.4411,28.0541,GISR
44.1088,24.3419,GMCR
44.4813,26.0273,GSMB
45.135824,27.480232,IACR
44.441,26.1611,INCR
44.5118,26.0773,INMR
45.78178,20.702421,JIMR
44.7661,28.8769,JURR
45.2349,25.0739,MTUR
44.0772,26.6382,OLTR
44.8558,24.8812,PITR
44.9142,26.0274,PLAR
44.5275,25.9937,PMGR
45.3906,27.0384,RMSR
45.0363,24.2848,RMVG
45.2987,21.8751,RSTR
44.3812,26.1369,SGEB
44.2228,25.9743,SGRR
45.8099,24.1757,SIBR
45.355,25.5526,SINR
46.071346,20.601736,SNMR
47.640218,26.244778,SUVR
45.8416,27.4089,TECR
45.7365,21.2211,TIM
44.9361,25.4563,TRGR
44.1608,28.6572,TSCT
43.8011,28.595,TSMN
45.6131,25.6347,ZOBR
46.5669,26.9124,BAC
44.4489,25.8799,CIOR
44.1901,27.3557,CLISU
44.4439,26.2619,CNCR
45.8442,26.1687,COPR
45.4108,22.2383,CRBR
44.184,28.6491,CTISU
44.2971,23.8363,DJISU
45.485,28.2081,GIUM
43.8898,25.9518,GRISU
44.6227,22.6535,MHISU
44.4278,24.3755,OTISU
43.9719,25.3296,TRISU
44.69595,20.51315,AVAS
45.5376,20.4744,BDVA
43.8289,21.9532,BOLA
44.09043,22.01765,BORS
42.49825,22.46101,BOSS
43.898,20.1863,CACA
43.4186,21.1962,CELA
44.6711,22.5289,DJES1
44.6698,22.5278,DJES2
43.56244,20.87342,GOCS
43.576676,20.152395,IVAS
43.971,21.26,JAGA
43.1277,21.1263,KMIA
43.7248,20.6878,KRAA
44.41226,21.67489,KUBS
44.2409,21.8069,LAZA
43.1576,20.5451,PAZA
43.9646,19.4104,PERA1
44.2417,19.753,ROVA1
44.105,20.4833,RUDA
43.214253,21.120913,SELS
46.11175,19.6506,SUBS
44.549344,19.528069,TEKS
44.223525,20.406266,TRUS
44.2726,19.883,VALA
45.12276,21.32477,VRSS
43.8492,19.7098,VRUA
43.812589,22.232787,ZAGS
43.273577,22.633529,ZAPS
44.809297,20.471419,BEO
44.667165,22.519669,DJES
44.265486,21.215175,SVIS
48.2336,22.6464,BERU
48.338,23.0203,BRIU
48.2975,25.9217,CHR
48.52705,22.38442,HOLU
49.2138,26.4263,HORU
48.563,26.46,KMPU
48.1573,23.1339,KORU
48.3137,25.0648,KSV
48.512,23.5121,MEZ
49.124,23.876,MORS
48.4536,22.6874,MUKU
48.5947,27.3664,NDNU
48.1976,23.4571,NSLU
48.0259,24.1663,RAKU
49.2234,23.3621,SHIU
48.7106,24.5014,STAU
49.0159,22.6212,STZU
48.095,22.957,TRSU
48.6289,22.2908,UZH
