42.073023,20.401716,40,KKS
41.636682,19.717809,40,LACI
43.11949,27.66911,40,AVR
42.0457,25.5778,40,DIM
43.179,27.4628,40,DOB
43.5811,27.831,40,DOBAM
43.4111,23.2262,40,MNNAM
43.7263,23.9664,40,ORH
43.9523,22.8502,40,PLVAM
43.6451,25.1243,40,RAZAM
43.0934,27.3778,40,ROIA
43.8462,25.9612,40,RUSAM
44.1046,27.2665,40,SILAM
43.0805,25.6367,40,VETAM
43.6898,23.4355,40,VLD
38.26488,22.06354,40,AGEO
38.19386,22.05873,40,AIOA
38.37352,22.24975,40,PANR
38.33194,22.17519,40,PSAR
38.41021,22.0168,40,PYRG
38.23165,22.11811,40,TEME
38.30519,21.94761,40,ZIRI
43.654255,15.643891,40,ZIRJ
48.2336,22.6464,40,BERU
48.338,23.0203,40,BRIU
48.2975,25.9217,40,CHR
48.52705,22.38442,40,HOLU
49.2138,26.4263,40,HORU
48.563,26.46,40,KMPU
48.1573,23.1339,40,KORU
48.3137,25.06454,40,KSV
48.51207,23.51239,40,MEZ
49.124,23.876,40,MORS
48.4536,22.6874,40,MUKU
48.5947,27.3664,40,NDNU
48.19759,23.45661,40,NSLU
48.02591,24.16624,40,RAKU
49.2234,23.3621,40,SHIU
48.7106,24.5014,40,STAU
49.01619,22.62305,40,STZU
48.095,22.957,40,TRSU
48.6289,22.2908,40,UZH
38.25001,22.0878,40,AIGS
37.9875,22.7543,40,KIAS
37.97528,22.9765,40,LTRS
38.12253,23.94087,40,MRTH
36.4037,25.3953,40,SNT5
38.176616,23.544045,40,STFN
38.0772,22.6361,40,XLKS
35.5163,24.0113,40,ABEA
35.5193,24.0432,40,ATEI
35.4825,24.014,40,DEYA
35.4955,24.0306,40,G0LD
35.5091,24.0118,40,MULT
35.474,24.0423,40,NERO
35.4996,24.0121,40,PASK
35.4825,23.9928,40,PERI
35.5226,24.0602,40,POLY
35.4878,24.0678,40,SOUD
37.74806,23.44356,40,AIGN
38.33358,21.76206,40,ARIA
36.54552,26.35295,40,ASTA
38.000799,23.773487,40,ATHP
38.47836,22.49583,40,DLFA
39.54015,24.98864,40,EFSA
39.66886,22.389,40,GINA
37.61117,26.29283,40,IKRA
39.74628,19.93542,40,KASA
36.95708,26.97274,40,KLNA
36.70273,26.94695,40,KOSD
40.93704,24.38591,40,KVLA
38.20006,20.43718,40,LXRA
37.575889,23.226907,40,MET3
37.622783,23.39955,40,MET4
37.62181,23.35775,40,MET5
37.59165,23.356067,40,MET6
38.65606,20.79116,40,MGNA
36.68709,23.03734,40,MNVA
37.97384,23.71767,40,NOAC
38.26933,21.76001,40,PATC
38.23865,21.72657,40,PATG
38.53978,25.56202,40,PSRA
38.29585,21.79118,40,RIOA
36.47337,25.37244,40,SAP4
39.33773,22.09691,40,SOFA
36.41502,25.43244,40,THRA
37.53942,25.1631,40,TNSA
