20.331000000  42.849100000
20.346189050  42.837938644
20.353722702  42.832635217
20.359478423  42.833780527
20.363822991  42.832223021
20.373170665  42.837343859
20.382448543  42.842495133
20.389230859  42.842249360
20.413022303  42.848248265
20.431602374  42.833320272
20.441447775  42.833839597
20.463244227  42.853046499
20.481966735  42.864578791
20.533923981  42.884056962
20.522449001  42.896270938
20.503918437  42.905380875
20.480112796  42.929946146
20.491075726  42.954017752
20.511025367  42.969488330
20.525479758  42.972304651
20.540539284  42.962177601
20.553077026  42.975552022
20.561943626  42.997192000
20.579620683  43.001045961
20.579171497  43.012746597
20.591029202  43.019131744
20.613248533  43.016797978
20.613463519  43.002777933
20.626680338  43.006753075
20.636361769  43.007410352
20.635920099  43.019104914
20.645601287  43.019760389
20.650154195  43.032308080
20.667951851  43.033679164
20.666201209  43.062839933
20.652721571  43.071685295
20.656537166  43.078510236
20.679586666  43.086722736
20.689741867  43.093245105
20.686765565  43.113346288
20.661526630  43.134582878
20.659801923  43.151123512
20.613197503  43.171412317
20.613192404  43.182343125
20.606313330  43.195174528
20.595012573  43.204060264
20.598529854  43.209956060
20.615613120  43.204446503
20.632331343  43.208062201
20.640653877  43.205484591
20.651753287  43.210463479
20.672833004  43.208228888
20.686961255  43.211901153
20.686211555  43.218614974
20.705281245  43.226984248
20.717269374  43.232252271
20.720766556  43.244607718
20.731058105  43.249212407
20.750370777  43.243700625
20.765030087  43.242174007
20.778085578  43.246553878
20.791927486  43.244594328
20.790855533  43.254650711
20.801041884  43.265078543
20.823302911  43.265154513
20.829556426  43.258092766
20.836838204  43.253758033
20.849759724  43.250200219
20.860290630  43.236564111
20.879382319  43.224911136
20.878907579  43.212396893
20.887063831  43.203281192
20.870339456  43.202840652
20.860272174  43.206584325
20.848825313  43.203774265
20.840001101  43.206419413
20.839655645  43.196498797
20.851193269  43.187304506
20.834041421  43.182832400
20.831374420  43.176940879
20.837937541  43.171738457
20.854794806  43.172711312
20.865694673  43.163339429
20.878397216  43.165120725
20.885630938  43.155380138
20.890939008  43.153493493
20.897335964  43.155146134
20.908999815  43.146871722
20.924167119  43.145059442
20.932483435  43.133801330
20.940980822  43.134400864
20.965962627  43.123306951
20.967226181  43.129299824
20.972055388  43.134164651
20.997064345  43.136020056
21.020450964  43.131242333
21.047065032  43.109484973
21.058943725  43.108844407
21.065815410  43.114077518
21.078748965  43.114441384
21.079679490  43.128051171
21.085346885  43.134884722
21.100707938  43.118804568
21.111998591  43.111575511
21.124559129  43.110883768
21.135393187  43.112852391
21.150436165  43.090116147
21.139524543  43.080492924
21.152381513  43.062390146
21.154767293  43.031000913
21.164796100  43.025820292
21.165196660  43.014498826
21.172729995  42.998677877
21.191466232  43.006380861
21.192822539  43.017562342
21.201667713  43.024263933
21.209739857  43.022797209
21.221312070  43.020613358
21.236804433  43.007877729
21.238151063  42.989781341
21.241862826  42.981405068
21.239846082  42.970400161
21.232097619  42.957058069
21.242241009  42.933948462
21.266543886  42.911954260
21.270102945  42.892658822
21.281908159  42.891985277
21.289917845  42.901647746
21.300393686  42.901955756
21.304897032  42.904818352
21.319971331  42.901987787
21.333028633  42.899756706
21.340053772  42.900340457
21.345262885  42.890327552
21.351168145  42.885984406
21.348836824  42.877872415
21.358958424  42.875661576
21.358913424  42.868529076
21.374533212  42.872149912
21.382315964  42.867086669
21.389829012  42.866117775
21.396574640  42.870812095
21.412124872  42.872964844
21.430174355  42.871444306
21.435138535  42.851790884
