>
8.3273860076681 49.7901057607316 # RhineGrabenW
8.3157246373499 49.5945484842526 # RhineGrabenW
8.2224774816049 49.444708083886 # RhineGrabenW
8.1175601941815 49.309925467013 # RhineGrabenW
8.0476270177127 49.1851439701469 # RhineGrabenW
7.8960905330968 49.0286598732256 # RhineGrabenW
7.8261485952679 48.9659124791674 # RhineGrabenW
7.7329014395228 48.9240286709033 # RhineGrabenW
7.6629595016939 48.8453915198401 # RhineGrabenW
7.5580509756306 48.729805546669 # RhineGrabenW
7.49977040812 48.6508278826655 # RhineGrabenW
7.49977040812 48.5505833046517 # RhineGrabenW
7.4647950585255 48.4236392678542 # RhineGrabenW
7.4065144910148 48.3069594702496 # RhineGrabenW
7.3482339235041 48.1899783919531 # RhineGrabenW
7.2899445946333 48.056680860529 # RhineGrabenW
7.2200114181645 47.9551156673748 # RhineGrabenW
7.1267555010593 47.7996578851448 # RhineGrabenW
>
8.5345220835983 41.0301335317773 # SardiniaNW
8.4153763473419 40.7435611295002 # SardiniaNW
8.3855964842979 40.4713964377674 # SardiniaNW
>
8.3458812388791 39.785831526154 # SardiniaSW
8.6338058164653 39.450960251696 # SardiniaSW
8.8125200401699 39.2053748009983 # SardiniaSW
8.9018683906621 39.0554417500367 # SardiniaSW
9.0210141269185 38.974983737526 # SardiniaSW
>
4.8988204750731 46.6638739577011 # esqFrance8
4.7364637107105 46.3634694657754 # esqFrance8
4.70694668847 46.1668614861878 # esqFrance8
4.6183868603885 45.9129263849779 # esqFrance8
>
4.6380648752155 44.880946798399 # esqFrance10
4.4740784978707 44.6639886411037 # esqFrance10
4.2936820930233 44.5026997513423 # esqFrance10
4.1296869543184 44.3571103645401 # esqFrance10
3.9656918156135 44.2111248778996 # esqFrance10
3.8344992091936 44.1054425145616 # esqFrance10
3.6869053366312 43.9342848607944 # esqFrance10
3.6213090334213 43.7789569330898 # esqFrance10
3.4737151608589 43.4998908414593 # esqFrance10
3.4081188576489 43.3680720153073 # esqFrance10
3.3425137930789 43.2607399505418 # esqFrance10
>
5.0480527219778 44.4299529669561 # esqFrance11
4.8184612800629 44.2598326273863 # esqFrance11
4.5888698381481 44.0891631625905 # esqFrance11
4.4248746994432 43.9097862365216 # esqFrance11
4.2772808268808 43.7380069707264 # esqFrance11
4.1516845236708 43.5738991522962 # esqFrance11
3.973652769055 43.5234669306761 # esqFrance11
3.7339450791094 43.2342333997361 # esqFrance11
3.7339450791094 42.9868898796076 # esqFrance11
>
4.7200624445679 43.3433228683859 # esqFrance12
4.6216723704331 43.1449183813169 # esqFrance12
4.4740784978707 42.9956520890172 # esqFrance12
4.3264846253083 42.8210030615754 # esqFrance12
>
24.427515441537 38.3758216351637 # AegeanSeaMiddle
24.595567089977 38.1769697434262 # AegeanSeaMiddle
24.826647963112 38.0082696540835 # AegeanSeaMiddle
25.057737597607 37.8814815696553 # AegeanSeaMiddle
25.260808402442 37.7390566476122 # AegeanSeaMiddle
25.428868812242 37.6310866153198 # AegeanSeaMiddle
25.547909412177 37.5886292018162 # AegeanSeaMiddle
25.680950665582 37.5731826463319 # AegeanSeaMiddle
>
1.8493765175416 42.2131932374061 # ssPyren1
2.1920245504303 42.3637570507156 # ssPyren1
2.4612436241628 42.4951806447321 # ssPyren1
2.7427110793414 42.6450105773641 # ssPyren1
2.9629804340898 42.7695693187323 # ssPyren1
3.1587793100262 42.9062668396419 # ssPyren1
>
2.8038916570515 42.2257529006797 # ssPyren4
3.3301077071506 41.9361454958262 # ssPyren4
>
2.8528413760355 41.9739996522903 # ssPyren5
2.6692821201852 41.9045787559843 # ssPyren5
2.4245335252647 41.8097816742337 # ssPyren5
2.2899239883985 41.7274991696564 # ssPyren5
2.1430748314462 41.6324185684826 # ssPyren5
1.9717464343218 41.5371863121016 # ssPyren5
1.7514770795734 41.3844932857266 # ssPyren5
>
3.538146203173 41.828752346296 # ssPyren6
3.1343088312142 41.7211639749514 # ssPyren6
2.8650809961216 41.6070378189901 # ssPyren6
2.6448116413732 41.5244748016105 # ssPyren6
2.4122939051787 41.4227040049853 # ssPyren6
1.9472759555098 41.2122571853571 # ssPyren6
>
1.531198963465 41.5308308936071 # ssPyren8
0.98052119591397 41.2122571853571 # ssPyren8
>
0.36864532793271 40.8534669192993 # ssValencia1
0.17284645199632 40.6346102367589 # ssValencia1
-0.035192044026118 40.4149795227128 # ssValencia1
-0.24323054004854 40.1361172639038 # ssValencia1
>
0.68681412064927 40.5184297592176 # ssValencia3
0.49101524471288 40.1815958588635 # ssValencia3
0.36864532793271 39.9473553258045 # ssValencia3
>
-0.62258867183526 38.6305670586315 # ssValencia5
-0.76943782878755 38.4174713312752 # ssValencia5
-0.94076622591194 38.0899093102365 # ssValencia5
-1.0264260437941 37.9557695642235 # ssValencia5
-1.0998462415902 37.7877370293637 # ssValencia5
>
22.446580680022 40.2896569434126 # ChalkidikiS
22.836084466826 39.9882341222078 # ChalkidikiS
22.969625117758 39.8577672469678 # ChalkidikiS
23.21446132628 39.7151415977401 # ChalkidikiS
>
2.1573470870798 39.7120268741505 # BalearW
2.4938972133258 39.8784064376704 # BalearW
2.7805776777751 39.9846660754608 # BalearW
3.0547994881355 40.1106217020031 # BalearW
>
3.3290212984958 40.1768155480514 # BalearE
4.0145802050767 40.2891880951855 # BalearE
>
22.8141592920354 38.986688	#	GreeceS
23.345132743362832 38.65287	#	GreeceS
24.30088495575221 37.980352	#	GreeceS
>
23.451327433628315 38.986688	#	GreeceN
23.557522123893804 38.903387	#	GreeceN
23.769911504424776 38.819983	#	GreeceN
