>
0.04158697867438654 39.969097 # south of Valencia
-1.4328931725543477 40.056337 #
>
19.869312703376 37.3527712975613 # MediterraneanNorth
19.95289607891 37.2428718231549 # MediterraneanNorth
20.026027151822 37.1212181590094 # MediterraneanNorth
20.109610527356 37.0225857848058 # MediterraneanNorth
20.266333737163 36.9296382272905 # MediterraneanNorth
20.412604644347 36.8947531064827 # MediterraneanNorth
20.558875551532 36.8365751906944 # MediterraneanNorth
20.673807073571 36.7667022963814 # MediterraneanNorth
20.882765512406 36.6209237060194 # MediterraneanNorth
20.976801190561 36.5450070671924 # MediterraneanNorth
21.018592878328 36.4748654420796 # MediterraneanNorth
21.018592878328 36.3929524359407 # MediterraneanNorth
20.935009502794 36.3402455787527 # MediterraneanNorth
20.840973824639 36.2816429474563 # MediterraneanNorth
20.840973824639 36.2171313098437 # MediterraneanNorth
20.935009502794 36.0879376446295 # MediterraneanNorth
21.049932263474 35.9879662381109 # MediterraneanNorth
21.123072097746 35.8996459990743 # MediterraneanNorth
21.133515639008 35.8230216360505 # MediterraneanNorth
21.133515639008 35.7522280994816 # MediterraneanNorth
21.143967941629 35.6695561836062 # MediterraneanNorth
21.217099014542 35.5749694755405 # MediterraneanNorth
21.311134692697 35.4625008976874 # MediterraneanNorth
21.311134692697 35.3498810450778 # MediterraneanNorth
21.311134692697 35.2192767771799 # MediterraneanNorth
21.38427452697 35.0765677578215 # MediterraneanNorth
21.488753746387 34.927648170385 # MediterraneanNorth
21.635024653572 34.8501086086692 # MediterraneanNorth
21.791739102018 34.8023547564073 # MediterraneanNorth
21.958914614446 34.7426243117854 # MediterraneanNorth
22.136524906775 34.6469626632835 # MediterraneanNorth
22.241004126193 34.5571890709545 # MediterraneanNorth
22.335039804349 34.4733127362791 # MediterraneanNorth
22.481310711533 34.3713500046762 # MediterraneanNorth
22.711164994251 34.2692666104046 # MediterraneanNorth
22.857435901436 34.2031527084159 # MediterraneanNorth
23.045507257747 34.1429982458793 # MediterraneanNorth
23.170882321048 34.1068887104366 # MediterraneanNorth
23.317153228233 34.0888308826626 # MediterraneanNorth
23.390293062505 34.1309633895648 # MediterraneanNorth
23.526111667068 34.2151776144999 # MediterraneanNorth
23.724626564641 34.2993054157172 # MediterraneanNorth
23.881341013087 34.3413362063061 # MediterraneanNorth
24.069412369399 34.3533419709516 # MediterraneanNorth
24.205230973961 34.305308905826 # MediterraneanNorth
24.278370808234 34.2452300924029 # MediterraneanNorth
24.393293568913 34.1610499465997 # MediterraneanNorth
24.455989861923 34.08280741412 # MediterraneanNorth
24.539573237457 33.998470850258 # MediterraneanNorth
>
24.800766905321 33.9864161728169 # MediterraneanNorth
24.884350280855 34.0406517661613 # MediterraneanNorth
24.957490115127 34.094848889066 # MediterraneanNorth
25.041073490661 34.1068887104366 # MediterraneanNorth
25.114213324933 34.0647446279426 # MediterraneanNorth
25.197796700467 33.956274803244 # MediterraneanNorth
>
26.378416260565 33.9864161728169 # MediterraneanNorth
26.618722845905 34.08280741412 # MediterraneanNorth
26.82768128474 34.2031527084159 # MediterraneanNorth
26.984404494546 34.3233269492613 # MediterraneanNorth
27.141127704352 34.4433344739403 # MediterraneanNorth
27.297842152798 34.6050814421906 # MediterraneanNorth
27.517252894255 34.7306681344103 # MediterraneanNorth
27.694871947945 34.7724923208238 # MediterraneanNorth
27.893378084158 34.8023547564073 # MediterraneanNorth
28.050101293964 34.8262350749656 # MediterraneanNorth
28.227720347654 34.8918684495072 # MediterraneanNorth
28.290407879304 34.98129152429 # MediterraneanNorth
28.394887098722 35.0765677578215 # MediterraneanNorth
28.520262162023 35.1360598431392 # MediterraneanNorth
28.718777059596 35.1717345375337 # MediterraneanNorth
28.948631342314 35.1717345375337 # MediterraneanNorth
29.335208834839 35.1657923194547 # MediterraneanNorth
29.544167273674 35.1955090908934 # MediterraneanNorth
29.753125712509 35.2311580435443 # MediterraneanNorth
29.993432297849 35.2846049527259 # MediterraneanNorth
30.202390736684 35.314278747744 # MediterraneanNorth
30.338218102607 35.3617433692961 # MediterraneanNorth
30.494932551053 35.3973199845555 # MediterraneanNorth
30.620316375714 35.4032454237274 # MediterraneanNorth
30.703899751248 35.3498810450778 # MediterraneanNorth
30.77703082416 35.2964767577694 # MediterraneanNorth
30.818822511927 35.2489792104032 # MediterraneanNorth
30.891962346199 35.1836226722722 # MediterraneanNorth
