15.0327	46.678	#	OE	SOKA
15.7437	41.7546	#	IV	SGRT
15.9096	41.712	#	IV	MSAG
22.7767	45.3933	#	RO	GZR
10.6286	45.7753	#	IV	MAGA
26.153	40.7362	#	KO	ENEZ
25.8987	40.1908	#	KO	GADA
14.0183	41.5978	#	IV	CERA
22.3793	37.3703	#	HP	VLX
15.3776	40.0783	#	IV	BULG
15.8856	38.6068	#	IV	JOPP
15.8019	40.3249	#	IV	MCEL
16.441	40.6044	#	IV	MIGL
15.7515	40.2663	#	IV	MTSN
15.9602	40.9441	#	IV	PALZ
15.8675	40.1821	#	IV	SIRI
15.2149	38.809615	#	IV	STRG
16.0067	37.9531	#	IV	MPAZ
5.675	44.9422	#	MT	AVM
5.672365	44.941426	#	MT	AVP
8.5455	44.5413	#	GU	PCP
10.7291	47.0211	#	OE	FETA
10.979506	43.795597	#	IV	CRMI
10.7623	47.4871	#	OE	RETA
12.5123	46.7474	#	OE	ABTA
13.6416	46.6299	#	OE	MYKA
16.3617	48.2483	#	OE	VIE
7.263	44.8355	#	GU	BHB
14.5665	37.7107	#	IV	GALF
11.3205	46.7285	#	SI	ABSI
11.3185	46.4952	#	SI	BOSI
11.3778	46.463	#	SI	KOSI
11.4118	46.9281	#	SI	ROSI
22.0144	39.56468	#	MN	THL
10.5495	46.6164	#	SI	MOSI
22.9673	38.0228	#	HP	LTK
7.424688	43.730343	#	FR	MON
12.7419	46.4258	#	NI	PURA
12.9046	43.0049	#	IV	CESI
14.529	41.3641	#	IV	PTRJ
15.8618	47.9282	#	OE	CONA
15.2313	38.2713	#	IV	MILZ
13.71202	41.71743	#	IV	POFI
14.8101	45.5311	#	SL	GBRS
14.986	38.396	#	IV	IVUG
7.7461	45.5122	#	GU	TRAV
16.70442	40.64907	#	GE	MATE
16.1958	41.0609	#	IV	MRVN
7.1157	44.5065	#	GU	PZZ
27.736	41.129	#	KO	CRLT
14.355	38.533	#	IV	IACL
10.8652	42.7908	#	IV	CASP
13.8779	41.1459	#	IV	MODR
7.1339	45.4596	#	GU	LSD
15.9427	40.7867	#	IV	ACER
28.8175	46.9975	#	MD	KIS
15.3304	40.6871	#	IX	COL3
24.3765	46.1497	#	RO	MDB
11.9663	43.3292	#	IV	CAFI
15.7967	40.5722	#	IX	PGN3
23.4969	47.6728	#	RO	BMR
25.9762	43.265301	#	BS	SZH
13.3352	43.0627	#	IV	GUMA
11.7893	43.7967	#	IV	ASQU
26.6498	45.8512	#	RO	PLOR4
15.703	38.162	#	IV	MRCB
15.1367	38.0278	#	IV	NOV
22.898	45.887	#	RO	DEV
15.176	40.9643	#	IX	RSF3
5.653199	44.95068	#	MT	AVR
26.6498	45.8512	#	RO	PLOR
24.273	45.652	#	RO	TNR
11.4248	44.3128	#	IV	MTRZ
22.336	39.0211	#	HT	AGG
26.046	40.885	#	HT	ALN
21.742	36.8955	#	HP	PYL
21.7864	38.2836	#	HP	UPR
23.7845	37.9665	#	HA	ATHU
22.1398	38.3911	#	HA	KALE
20.2996	49.4182	#	PL	NIE
21.9058	38.4269	#	HP	EFP
22.9628	40.6319	#	HT	THE
21.3836	40.7817	#	HT	FNA
22.401	40.957	#	HT	GRG
23.0996	40.5978	#	HT	HORT
