11.325405715  50.380822028
10.605672391  50.306301683
10.007458995  50.232485960
9.4650856708  50.140751773
8.6355314567  50.085297262
7.9887937038  49.990602316
7.4561926721  49.793383091
7.2955484975  49.422761169
7.2665556667  49.104273466
7.2968637152  48.842553161
7.3173867499  48.633041985
7.3288200111  48.299935983
7.2378719464  47.994525896
7.3316402375  47.640456315
7.5977494900  47.492651107
7.9789386338  47.475645801
8.2990799180  47.497236446
8.6627607765  47.476855678
8.9425848748  47.354278374
9.1685231639  47.219342248
9.4022053986  47.119497114
9.6942530390  46.935267315
9.9810156984  46.776359237
10.323860643  46.689531293
10.601878684  46.755505396
10.799780176  46.860419372
11.009466149  46.982566781
11.263605896  47.019083503
11.561033512  46.969880430
11.807865231  46.892137234
12.040914588  46.813398288
12.325109970  46.701056583
12.619242301  46.614216116
12.936533383  46.544432245
13.289657985  46.491729371
13.578714727  46.453970527
13.879428751  46.424187195
14.141439893  46.436327647
14.390782001  46.456278658
14.677584489  46.475801331
14.964406903  46.503100084
15.189033011  46.494890521
15.413573133  46.477495835
15.700312132  46.450642335
15.949486152  46.423186929
16.260765004  46.385755284
16.470598989  46.261869565
16.617811072  46.146919039
16.800942772  45.987395627
17.008431330  45.835365461
17.278152601  45.716060771
17.573500966  45.638788654
17.870231679  45.604195286
18.171305982  45.673725143
18.461464958  45.751438383
18.702407884  45.821394094
18.981464853  45.880421167
19.299896095  45.945686347
19.592962767  45.984841576
19.901607703  46.048687946
20.225815397  46.128357162
20.503564628  46.244803648
20.809709083  46.367708427
21.091647814  46.482550540
21.375721701  46.596649920
21.615159884  46.765743008
21.779201247  46.948164299
21.931795665  47.131138550
22.057514463  47.298204326
22.236265268  47.558057936
22.397696835  47.766408691
22.550202809  47.992856436
22.664331309  48.221876305
22.757662664  48.391012484
22.857474470  48.594882533
22.973989081  48.806614937
23.074181545  48.993283511
23.195716736  49.213975788
23.317790405  49.426193159
23.407266947  49.605575546
23.528057964  49.792135040
23.639861618  49.997329628
23.701705151  50.161755121
23.654970972  50.359640684
23.466310640  50.503778155
23.225438939  50.606066515
22.844619317  50.732859660
22.430586507  50.833403374
21.984196873  50.907478567
21.512037372  50.989900141
21.080369932  50.954625066
20.755272894  50.852940209
20.573498217  50.754521225
20.280964893  50.651321718
19.953454655  50.583929442
19.644580243  50.541551179
19.272901568  50.543903516
18.864319853  50.580988488
18.437228159  50.547828768
18.080586432  50.520743744
17.666878953  50.424577955
17.229371888  50.336406783
16.850205926  50.298143891
16.406416027  50.311191607
16.003466060  50.339833581
15.506149315  50.384740744
15.129279415  50.393515666
14.860036501  50.392991142
14.550490092  50.383110275
14.186638776  50.389382519
13.795116263  50.403047455
13.431044294  50.390065216
13.106366357  50.394024650
12.782702402  50.371302154
12.457126740  50.373723664
12.130910168  50.375375018
11.598239979  50.388304271
11.325405715  50.380822028
