22.812241309  35.093922871
23.554895925  34.698811004
24.164859436  34.441889542
25.669235710  34.414917423
26.459172429  34.649132466
26.968429040  34.952839185
27.228022212  35.279826468
27.360953412  35.716889794
27.311787712  36.599423598
26.722803263  37.524569631
26.210687179  38.300365808
26.001684358  39.326559458
26.019868866  39.789901236
26.198308517  40.070041266
26.641330908  40.369340758
27.185575899  40.585452851
27.732898433  40.991857976
28.205053965  41.543444366
28.722669894  42.517074793
29.213729607  43.403650665
29.730342669  44.270153105
30.223463777  45.121982815
30.554495324  46.054310798
30.552543908  46.406302095
29.975167763  47.430152717
29.102512043  48.289083263
28.549356789  48.772857711
27.777518756  49.272859596
26.846520385  49.664899522
25.848079310  49.980759837
24.819556441  50.234700698
22.908569031  50.542760526
21.279342015  50.713024460
18.366939048  50.756037412
17.724111407  50.680317873
15.705658995  50.396106936
14.437309583  50.105912879
13.682070311  49.667228747
12.872502782  49.071863115
11.763692095  48.594015448
10.583459741  48.315992835
8.9549803966  48.197340600
7.4782798390  48.115275895
7.0163010598  48.050905580
6.1967809345  47.881690688
5.3005354457  47.675290341
4.4675986999  47.456396433
3.2981699398  47.125734260
2.2684248713  46.842845029
1.4702821125  46.591136825
0.9292449872  46.230751039
0.5075616302  45.671784689
0.4590291628  45.019809805
0.6649716124  44.358065878
1.1884631566  43.744138070
1.6673469862  43.352496654
2.2832821769  43.054043102
2.8672004946  42.762155357
3.3108656195  42.502538721
5.0317440395  41.466699532
5.8488054854  40.946176882
6.6374576287  40.376525238
7.3310917786  39.727126117
7.8069061174  39.097023633
8.1270556984  38.755466382
8.6749436935  38.424142159
9.3642505221  38.267565372
10.103301941  38.098240842
10.798635268  37.860621711
11.503580895  37.297176989
12.013884714  36.010499492
12.153475791  35.620519584
12.396038359  35.300237459
12.894767069  35.216949327
13.570690225  35.281283450
15.447428934  35.602106039
16.997843198  35.767672430
18.357442497  35.796428646
19.904337060  35.738144147
21.046497355  35.592753966
22.184567766  35.337076581
22.812241309  35.093922871
