21.355477	50.592397	#	PL16A
20.30111	49.600797	#	PL17A
20.506321	49.969801	#	PL18A
20.94424	50.283043	#	PL19A
19.870643	49.558355	#	PL21A
20.073679	49.835914	#	PL22A
20.323381	50.233895	#	PL23A
19.004227	49.723945	#	PL24A
19.528032	49.918358	#	PL25A
19.173745	50.190224	#	PL26A
18.708992	49.902233	#	PL27A
17.694407	50.144222	#	PL30A
18.354499	50.069663	#	PL31A
19.861766	49.29400	#	PL32A
49.47437	18.80446	#	SK01A
49.454823	19.303899	#	SK02A
49.1745		18.86106	#	SK03A
48.86676	19.13803	#	SK04A
48.50926	19.14271	#	SK05A
48.9247		19.75251	#	SK07A
48.5689		19.7126		#	SK08A
49.189400	20.233900	#	SPC/SK10A
48.84852	20.18784	#	SK11A
48.3175		19.99421	#	SK12A
49.31546	20.69957	#	SK13A
49.00057	20.74275	#	SK14A
48.70615	20.51141	#	SK15A
49.41712	21.24357	#	STHS/SK16A
49.20663	21.23942	#	SK17A
48.91368	21.174		#	SK18A
49.24889	21.93277	#	SK19A
49.21382	21.60924	#	SK20A
49.01312	21.99737	#	SK21A
48.61993	21.72127	#	SK22A
