16.795743 40.34035 0.0 60 60
17.82957 40.288668 0.0 60 60
18.265048 40.400216 0.0 60 60
18.159089 39.880758 0.0 60 60
9.702058 40.831599 0.0 60 60
9.031679 39.951923 0.0 60 60
8.90458 39.300079 0.0 60 60
9.095645 40.717178 0.0 60 60
9.647323 39.974155 0.0 60 60
9.51649 39.144465 0.0 60 60
8.4608 39.742072 0.0 60 60
8.240092 40.987955 0.0 60 60
8.749865 40.450518 0.0 60 60
3.4984 46.9102 0.0 60 60
4.1479800000000004 46.9816 0.0 60 60
4.1125 46.2008 0.0 60 60
4.5869 44.5069 0.0 60 60
2.7193 43.9752 0.0 60 60
4.5280000000000005 44.0515 0.0 60 60
2.27289 43.8041 0.0 60 60
1.5554999999999999 44.6242 0.0 60 60
1.98368836590002 45.565481037958 0.0 60 60
3.24015231407557 46.6213380899491 0.0 60 60
4.21723630319346 45.5282782596828 0.0 60 60
4.10112560795882 45.8396905384424 0.0 60 60
3.12320935384817 44.3018848412359 0.0 60 60
4.00885637139272 45.228403476782 0.0 60 60
4.40541443450424 44.8613835501072 0.0 60 60
3.94034577161845 44.7094337442057 0.0 60 60
0.8502368929202331 45.9553354636044 0.0 60 60
1.79401519084848 44.9536645589667 0.0 60 60
3.54195551280859 44.1691434439365 0.0 60 60
3.34906725956088 43.6213625279745 0.0 60 60
2.58360295944731 44.3958649905614 0.0 60 60
2.08916883871169 44.6017362554265 0.0 60 60
2.75987768632387 43.6384449456098 0.0 60 60
3.03785191952903 44.7071403144528 0.0 60 60
2.85306174737438 45.0737894762336 0.0 60 60
2.24131036410337 45.172767994697 0.0 60 60
1.24081532048208 44.9291999068128 0.0 60 60
2.65937471640254 46.1391667583593 0.0 60 60
1.3302105863731 45.6940875060598 0.0 60 60
1.64987285858382 44.1232240850297 0.0 60 60
3.49483491920902 46.3131006327252 0.0 60 60
0.996067981364068 45.2429145699876 0.0 60 60
4.3974004616311 46.6095465510729 0.0 60 60
1.33513487267162 46.2061390907841 0.0 60 60
2.1656596356442 46.51216146321 0.0 60 60
