29.225593	42.694673
29.589354	42.909126
30.025867	43.069433
30.535133	43.17605
30.971647	43.282464
31.40816	43.335595
31.917426	43.335595
32.281187	43.600485
32.717701	43.758808
33.154215	43.916671
33.590728	44.021658
34.027242	44.178756
34.536507	44.231019
35.045773	44.283231
35.555039	44.283231
36.064305	44.231019
36.573571	44.283231
37.082836	44.283231
37.51935	44.178756
37.955864	43.96919
38.392377	43.864101
38.756138	43.653311
39.1199	43.441704
39.338156	43.122767
39.556413	42.802001
39.483661	42.425467
39.265404	42.100754
38.974395	41.828774
38.683386	41.555539
38.246873	41.555539
37.810359	41.664983
37.301093	41.774227
36.937332	41.992113
36.646323	42.263338
36.209809	42.425467
35.700544	42.47941
35.26403	42.47941
34.754764	42.425467
34.245498	42.371475
33.736233	42.317431
33.226967	42.209194
32.790453	42.100754
32.281187	42.046459
31.844674	41.992113
31.40816	41.937717
30.971647	41.883271
30.462381	41.883271
30.025867	41.828774
29.589354	41.774227
29.298345	41.992113
29.225593	42.317431
29.225593	42.694673
