25.369723	33.785134
25.878989	33.84613
26.388255	34.028868
26.824768	34.211227
27.188529	34.51431
27.552291	34.756007
27.988804	34.997014
28.352566	35.417098
28.716327	35.775451
29.080088	36.1322
29.443849	36.428253
29.734858	36.782018
29.953115	37.192657
30.09862	37.542827
30.389629	37.833352
30.826142	38.064926
31.335408	38.007103
32.062931	37.833352
33.154215	37.717283
34.245498	37.891316
35.336782	38.180429
36.428066	38.353329
37.446598	38.353329
36.573571	37.367951
36.137057	36.487328
35.991553	35.596474
35.191278	34.876597
34.827516	34.635245
34.463755	34.453779
33.954489	34.332588
33.445224	34.332588
32.935958	34.332588
32.499444	34.150483
31.990178	34.089696
31.480913	34.089696
30.971647	34.211227
30.09862	34.271928
28.934584	33.663016
28.279813	32.988424
27.552291	32.556585
26.824768	32.246936
25.733484	32.370913
25.369723	33.785134
