27.916052	40.95002
28.425318	40.894674
28.861831	40.894674
29.371097	40.839278
29.807611	40.783833
30.316876	40.839278
30.75339	40.839278
31.262656	40.839278
31.771922	40.839278
32.281187	40.839278
32.790453	40.95002
33.226967	41.005316
33.736233	41.11576
34.245498	41.170907
34.682012	41.170907
35.191278	41.170907
35.700544	41.060563
36.137057	40.894674
36.355314	38.064926
35.9188	38.007103
35.482287	37.891316
35.045773	37.833352
34.682012	37.659178
34.245498	37.484582
33.808985	37.309566
33.299719	37.192657
32.863205	37.251135
32.426692	37.367951
32.062931	37.601026
31.699169	37.833352
31.335408	38.23811
31.771922	38.353329
32.281187	38.410867
32.644949	38.640543
32.717701	39.040632
32.35394	39.268195
31.917426	39.438359
31.40816	39.608086
30.898895	39.664564
30.462381	39.833706
29.953115	39.946223
29.516602	40.114631
29.080088	40.338488
28.570822	40.505863
27.916052	40.95002
